STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
"At a friends gathering, Old Zhang and Old Li are discussing family issues. Old Li knows that a lot happens in Old Zhang's family recently, so he asks Old Zhang about his family with concern. Old Zhang sighs and says, 'Our family is like a ship full of holes, it can sink at any time.",Is what Old Zhang says true?,Yes,No,,,B
"At a friends gathering, Old Zhang and Old Li are discussing family issues. Old Li knows that a lot happens in Old Zhang's family recently, so he asks Old Zhang about his family with concern. Old Zhang sighs and says, 'Our family is like a ship full of holes, it can sink at any time.",Why does Old Zhang say this?,Old Zhang lives on a broken ship that can sink at any time.,"Old Zhang likes ships, so he uses a ship to metaphorize the situation of the family.",Old Zhang wants to express through this metaphor that the family is full of problems and crises.,"A lot of happy things happen in Old Zhang's family recently, so he uses a ship as a metaphor.",C
"During a family meal, the father comments on Xiao Ming's academic performance, saying, ""Xiao Ming, your grades are like a tractor, slowly moving forward."" Xiao Ming feels very angry, and responds, ""Dad, your analogy is like a tractor, not modern at all!""",Is the father satisfied with Xiao Ming's academic performance?,Yes,No,,,B
"During a family meal, the father comments on Xiao Ming's academic performance, saying, ""Xiao Ming, your grades are like a tractor, slowly moving forward."" Xiao Ming feels very angry, and responds, ""Dad, your analogy is like a tractor, not modern at all!""",Why does Xiao Ming's father say this?,The father uses a tractor to metaphor Xiao Ming's academic progress is too slow.,"The father thinks Xiao Ming's academic progress is very large, like a tractor.","The father thinks Xiao Ming's academic performance is not modern at all, so he uses a tractor as a metaphor.","The father is very humorous, joking with Xiao Ming during the family meal.",A
"Teacher Li is teaching the class, he sees student Xiaohua take out a chocolate from his backpack, then take out a bag of spicy strips, secretly eat behind the book. After seeing all this, Teacher Li walks to Xiaohua and says, ""So your backpack is a small shop.""",Is what Teacher Li says true?,Yes,No,,,B
"Teacher Li is teaching the class, he sees student Xiaohua take out a chocolate from his backpack, then take out a bag of spicy strips, secretly eat behind the book. After seeing all this, Teacher Li walks to Xiaohua and says, ""So your backpack is a small shop.""",Why does Teacher Li say this?,"Teacher Li uses a metaphor to hint that he discovers him secretly eating snacks, and is tactfully criticizing him and warning him.","Because the teacher sees that Xiao Hua's backpack has all kinds of items, which can be sold.","Teacher Li knows that Xiao Hua's backpack is bought from a small shop, and can hold many items.","Because Teacher Li is teaching the class, Xiao Hua always holds his backpack.",A
"Li Haoran is celebrating Halloween, he is going to a costume party. He dresses up as a ghost, wearing a large white bedsheet with eyes cut out. On his way to the party in his ghost costume, he accidentally bumps into Uncle Chen Qing. Because it is dark, Uncle Chen Qing says, ""Oh! Who is it?"" Li Haoran replies, ""It is a ghost, Uncle Chen Qing!""",Is what Li Haoran says true?,Yes,No,,,B
"Li Haoran is celebrating Halloween, he is going to a costume party. He dresses up as a ghost, wearing a large white bedsheet with eyes cut out. On his way to the party in his ghost costume, he accidentally bumps into Uncle Chen Qing. Because it is dark, Uncle Chen Qing says, ""Oh! Who is it?"" Li Haoran replies, ""It is a ghost, Uncle Chen Qing!""",Why does Li Haoran say this?,"Li Haoran dresses up as a ghost and pretends to be a ghost, meaning to play or joke",Because he is really a ghost at that time.,He wants to scare Uncle Chen Qing,Because he is very humorous,A
"On the eve of Christmas, Mr. Liuyang, the neighbor of Yihan, decides to dress up as Santa Claus and delivers gifts to all the houses on the street. The first house he visits is Yihan's house. Yihan hears Mr. Liuyang knocking on the door. Without opening the door, she shouts back, ""Who is it?"" Mr. Liuyang replies, ""It is Santa Claus!""",Is what Mr. Liuyang says true?,Yes,No,,,B
"On the eve of Christmas, Mr. Liuyang, the neighbor of Yihan, decides to dress up as Santa Claus and delivers gifts to all the houses on the street. The first house he visits is Yihan's house. Yihan hears Mr. Liuyang knocking on the door. Without opening the door, she shouts back, ""Who is it?"" Mr. Liuyang replies, ""It is Santa Claus!""",Why does Mr. Liu Yang say this?,"He dresses up as Santa Claus and pretends to be Santa Claus to deliver gifts, which is a kind of humor.",Mr. Liu Yang has a humorous personality.,"He wears Santa Claus clothes, so he really is Santa Claus.","On the eve of Christmas, Santa Claus delivers gifts to the door.",A
"On a Saturday morning, Li Hua attends her favorite yoga class. She always pays attention to maintaining her figure, so she wears professional sportswear every time she goes to yoga class. She always wants to be a yoga instructor, so today she tries on a yoga instructor's outfit for fun. The yoga instructor walks over to her and says, ""Li Hua, you dress like a professional yoga instructor today!"" Li Hua says, ""Yes, I am the instructor today.",Is what Li Hua says true?,Yes,No,,,B
"On a Saturday morning, Li Hua attends her favorite yoga class. She always pays attention to maintaining her figure, so she wears professional sportswear every time she goes to yoga class. She always wants to be a yoga instructor, so today she tries on a yoga instructor's outfit for fun. The yoga instructor walks over to her and says, ""Li Hua, you dress like a professional yoga instructor today!"" Li Hua says, ""Yes, I am the instructor today.",Why does Li Hua say this?,She wants to wear yoga clothes to tease the yoga teacher.,She thinks the coach's clothes are more comfortable.,She always pays attention to keep her figure and likes to wear professional clothes.,"She tries to appear in the image of a coach, she longs to be a yoga instructor.",D
"On Sunday afternoon, an important football match takes place at the city stadium. Li Qi is a fanatical football fan, his budget is limited. He comes up with a ""smart"" plan. He learns that staff can enter the stadium without tickets. So, Li Qi decides to disguise himself as a staff member to watch the match for free. Li Qi goes to a clothing store and buys a set of clothes similar to the staff uniform. He also puts on a hat with the stadium emblem, trying to make himself look like a staff member. When the ticket checker asks him to show his ticket, he says ""I am your colleague!",Is what Li Qi says true?,Yes,No,,,B
"On Sunday afternoon, an important football match takes place at the city stadium. Li Qi is a fanatical football fan, his budget is limited. He comes up with a ""smart"" plan. He learns that staff can enter the stadium without tickets. So, Li Qi decides to disguise himself as a staff member to watch the match for free. Li Qi goes to a clothing store and buys a set of clothes similar to the staff uniform. He also puts on a hat with the stadium emblem, trying to make himself look like a staff member. When the ticket checker asks him to show his ticket, he says ""I am your colleague!",Why does Li Qi say this when the ticket checker asks him to show his ticket?,"Because he is a colleague of the ticket checker, so he can enter the stadium.",Because he wants to experience the work of the staff and provide services for the match.,"Because he does not have enough money to buy tickets, so he can only use this plan.",Because he disguises himself to deceive the ticket checker to get free admission.,D
"Xiao Ai is a professional female actress, she is playing a ghost in an escape room game. Her makeup and costume are very scary, but she is a friendly actress. Xiao Ai is a person who is very afraid of ghosts, one day, a group of female students including Xiao Ting participate in this escape room game. When Xiao Ting sees Xiao Ai's terrifying appearance, she cries out in fear, screaming loudly: ""Help! The ghost comes!""",Is what Xiao Ting says true?,Yes,No,,,B
"Xiao Ai is a professional female actress, she is playing a ghost in an escape room game. Her makeup and costume are very scary, but she is a friendly actress. Xiao Ai is a person who is very afraid of ghosts, one day, a group of female students including Xiao Ting participate in this escape room game. When Xiao Ting sees Xiao Ai's terrifying appearance, she cries out in fear, screaming loudly: ""Help! The ghost comes!""",Why does Xiao Ting shout so loudly?,"Xiao Ting sees the fake ghost in the room looks like a real ghost, so she screams for help.","Xiao Ting knows the ghost is fake, she deliberately creates a scary atmosphere to scare others.","Xiao Ting believes that it is a real ghost, so she screams for help.","Xiao Ting does not want to participate in the escape room game, she is afraid there are ghosts inside.",A
"On a sunny weekend afternoon, Xiao Ming and his family decide to spend a pleasant time in a theme park. This theme park is themed with classic fairy tales and animated characters, and there are all kinds of costumes and performances inside. When they enter the park, Xiao Ming is attracted by a knight in golden armor. He looks very realistic, almost like he comes out of a storybook. Xiao Ming excitedly rushes to the knight and asks in surprise: ""Are you a real knight?"" The knight smiles and answers: ""Yes, I am a real knight, here to protect everyone in this park."" Xiao Ming feels very excited, he can't wait to take a photo with this real knight. His family also joins this lively scene, they take a lot of photos.",Does the 'knight' in the park tell the truth?,Yes,No,,,B
"On a sunny weekend afternoon, Xiao Ming and his family decide to spend a pleasant time in a theme park. This theme park is themed with classic fairy tales and animated characters, and there are all kinds of costumes and performances inside. When they enter the park, Xiao Ming is attracted by a knight in golden armor. He looks very realistic, almost like he comes out of a storybook. Xiao Ming excitedly rushes to the knight and asks in surprise: ""Are you a real knight?"" The knight smiles and answers: ""Yes, I am a real knight, here to protect everyone in this park."" Xiao Ming feels very excited, he can't wait to take a photo with this real knight. His family also joins this lively scene, they take a lot of photos.",Why does the park's 'knight' say this?,"The 'knight' is a professional actor who plays, his task is to make visitors feel happy and believe he is a real knight.","The 'knight' is actually a historian, he shares knowledge about medieval knights here.","The 'knight' is a real knight, needs to protect everyone in the park.","The real identity of the 'knight' is a security guard, he enforces the law in the park and ensures the safety of visitors.",A
"In a costume role-playing competition, Yang Qing participates and plays an ancient martial arts master, wearing a gorgeous warrior costume, and a helmet studded with jewels. During the competition, a spectator suddenly comes on stage and enthusiastically greets Yang Qing: ""Hello, I am Ah Long, who are you?"" Yang Qing answers without hesitation: ""I am the martial arts master here.""",Does Yang Qing tell the truth?,Yes,No,,,B
"In a costume role-playing competition, Yang Qing participates and plays an ancient martial arts master, wearing a gorgeous warrior costume, and a helmet studded with jewels. During the competition, a spectator suddenly comes on stage and enthusiastically greets Yang Qing: ""Hello, I am Ah Long, who are you?"" Yang Qing answers without hesitation: ""I am the martial arts master here.""",Why does Yang Qing say this?,He really thinks he is the ancient martial arts master he plays in the competition.,"Yang Qing plays a martial arts master, integrating himself with the role he plays to enhance the performance effect.","The spectator's greeting is too sudden, causing Yang Qing to be a bit confused when answering.","Because Yang Qing wears a gorgeous warrior costume and a helmet inlaid with jewels, he looks like a martial arts master.",B
"Wang Xiaoming is a senior Cosplay enthusiast of mechanical warriors. He wears a suit of armor and holds a mechanical warrior outfit that he designs and makes in the exhibition. During the exhibition, a little audience member can't wait to come up and ask in confusion, ""Brother, who are you?"" Wang Xiaoming answers with a smile, ""I am the most powerful mechanical warrior!""",Is what Wang Xiaoming says true?,Yes,No,,,B
"Wang Xiaoming is a senior Cosplay enthusiast of mechanical warriors. He wears a suit of armor and holds a mechanical warrior outfit that he designs and makes in the exhibition. During the exhibition, a little audience member can't wait to come up and ask in confusion, ""Brother, who are you?"" Wang Xiaoming answers with a smile, ""I am the most powerful mechanical warrior!""",Why does Wang Xiaoming say this?,"Because Wang Xiaoming is playing a mechanical warrior, he tells the child his cosplay character.",Because Wang Xiaoming wears a suit of armor and holds the mechanical warrior costume he designs and makes in the exhibition.,"Because the audience is curious about Xiaoming's costume, Wang Xiaoming lies to the audience.","Wang Xiaoming is a senior cosplay enthusiast of mechanical warriors, he answers the audience's question humorously.",A
"Zhao Lili is a very serious person, she focuses very much on what she does. In the role-playing game event held at People's Square, Zhao Lili plays a mysterious magician, wears a gorgeous robe, holds a crystal ball, and chants spells. A younger tourist sees Zhao Lili and loudly says, ""Are you doing magic?"" Zhao Lili responds without hesitation, ""Yes, I am proficient in all kinds of magic.""",Is what Zhao Lili says true?,Yes,No,,,B
"Zhao Lili is a very serious person, she focuses very much on what she does. In the role-playing game event held at People's Square, Zhao Lili plays a mysterious magician, wears a gorgeous robe, holds a crystal ball, and chants spells. A younger tourist sees Zhao Lili and loudly says, ""Are you doing magic?"" Zhao Lili responds without hesitation, ""Yes, I am proficient in all kinds of magic.""",Why does Zhao Lili say this?,"Zhao Lili is actually a magician, she shows her real ability in the event.","The audience possibly underestimates Zhao Lili's acting skills, making her character look more real.","She plays a magician, so she jokes to the tourist that she is proficient in magic spells.","The game event sets special rules, requiring participants to act as if they are real in role-playing, Zhao Lili is just following the rules.",C
"One day, Grandma Wang walks home very late at night. She does not like walking home alone in the dark because she always fears that someone attacks and robs her. She really is a very nervous person! Suddenly, a man comes out of the shadows. He wants to ask Mrs. Wang what time it is now, so he walks towards her. When Grandma Wang sees the man walking towards her, she starts to tremble and says, ""Take my wallet, just please do not hurt me!""",Does the man feel surprised by what Grandma Wang says?,Yes,No,,,A
"One day, Grandma Wang walks home very late at night. She does not like walking home alone in the dark because she always fears that someone attacks and robs her. She really is a very nervous person! Suddenly, a man comes out of the shadows. He wants to ask Mrs. Wang what time it is now, so he walks towards her. When Grandma Wang sees the man walking towards her, she starts to tremble and says, ""Take my wallet, just please do not hurt me!""",Why does Grandma Wang say this when the man just wants to ask her what time it is now?,"Grandma Wang mistakenly thinks the man wants to rob her, not understanding the man's intention.","Because the man wants to rob her, so she persuades the man not to hurt her.","The man wants to rob her wallet, she is scared and nervous.","Grandma Wang, not knowing what time it is now, fears the man will attack her.",A
"A thief who just robs a store is on the run. When he runs home, a patrolling police officer sees him drop a glove. The police officer does not know this man is a thief, he just wants to tell him he drops a glove. But when the police officer yells at the thief, ""Hey, you! Stop!"", the thief turns around, sees the police officer, and then surrenders. He raises his hands to admit he commits the crime of robbing the local store.",Is the police officer surprised by what the thief does?,Yes,No,,,A
"A thief who just robs a store is on the run. When he runs home, a patrolling police officer sees him drop a glove. The police officer does not know this man is a thief, he just wants to tell him he drops a glove. But when the police officer yells at the thief, ""Hey, you! Stop!"", the thief turns around, sees the police officer, and then surrenders. He raises his hands to admit he commits the crime of robbing the local store.",Why does the thief do this when the police officer just wants to return his glove?,The thief thinks the police officer knows he robs the store.,The thief wants to show his goodwill and honesty,The thief wants to give the police officer a surprise and unexpected gain.,The thief thinks because he drops a glove the police officer might want to arrest him.,A
"One afternoon, Xiao Ming takes a walk in the park and accidentally finds a mobile phone. Xiao Ming is a person who likes to help others and always wants to help others. The owner of the phone carelessly leaves the phone on the bench. Xiao Ming picks up the phone and prepares to find the owner of the phone. The owner of the phone realizes that her phone is missing, suspects it is stolen, and so she goes back to look for it. At this time, she sees Xiao Ming holding her phone, so she walks towards Xiao Ming and angrily says, ""Your behavior is too despicable, give me back my phone!""",Does Xiao Ming feel surprised by what the owner of the phone says?,Yes,No,,,A
"One afternoon, Xiao Ming takes a walk in the park and accidentally finds a mobile phone. Xiao Ming is a person who likes to help others and always wants to help others. The owner of the phone carelessly leaves the phone on the bench. Xiao Ming picks up the phone and prepares to find the owner of the phone. The owner of the phone realizes that her phone is missing, suspects it is stolen, and so she goes back to look for it. At this time, she sees Xiao Ming holding her phone, so she walks towards Xiao Ming and angrily says, ""Your behavior is too despicable, give me back my phone!""",Why does the owner of the phone say this?,The owner of the phone thinks Xiao Ming steals her phone and angrily demands it back.,Xiao Ming prepares to hide the found phone and the owner of the phone sees it.,"The owner of the phone feels happy because she finds her phone, so she says that sentence in a happy tone.",The owner of the phone sees Xiao Ming holding her stolen phone.,A
"Xiao Ming is a child who does not like to joke. One afternoon, in the classroom of the school, Xiao Ming decides to ask his teacher for the secret of success. He goes to the teacher and asks, ""Teacher, can you tell me what the secret of success is?"" The teacher thinks for a moment, then uses a metaphor to answer, ""Success is like a seed, it needs patient cultivation, constant watering, to grow robustly."" After hearing this, Xiao Ming is stunned for a moment, then suddenly says, ""Okay, I go get some mud and water now, and start watering my success seed!"",",Does the teacher feel surprised by what Xiao Ming says?,Yes,No,,,A
"Xiao Ming is a child who does not like to joke. One afternoon, in the classroom of the school, Xiao Ming decides to ask his teacher for the secret of success. He goes to the teacher and asks, ""Teacher, can you tell me what the secret of success is?"" The teacher thinks for a moment, then uses a metaphor to answer, ""Success is like a seed, it needs patient cultivation, constant watering, to grow robustly."" After hearing this, Xiao Ming is stunned for a moment, then suddenly says, ""Okay, I go get some mud and water now, and start watering my success seed!"",",Why does Xiao Ming say this?,Cultivating a seed to grow requires soil cultivation and water irrigation.,"Xiao Ming does not realize that the teacher is using a metaphor to answer the secret of success, thinking that it really needs water and mud for irrigation and cultivation.","Xiao Ming understands the teacher's metaphor, but his response is a humorous way to express his desire to obtain the method of success.","Xiao Ming is confused by the teacher's answer, does not know how to respond, so he just goes along with it.",B
"A man in a neat suit goes to a bakery and buys a box of cookies. He answers a phone call, hangs up the phone, turns around and sees the cookies he just buys on the table, so he sits down and eats. At this time, an old man in ragged clothes also sits across and eats the cookies on the table. The man looks disgusted, dislikes the old man for eating his cookies, and says to the old man, ""If you can't afford it, don't eat it."" After finishing the cookies, he leaves. When the man walks out the door and takes out the documents from his backpack, he finds his cookies in the bag, and the man immediately feels guilty.",Does the old man feel surprised when he hears what the man says?,Yes,No,,,A
"A man in a neat suit goes to a bakery and buys a box of cookies. He answers a phone call, hangs up the phone, turns around and sees the cookies he just buys on the table, so he sits down and eats. At this time, an old man in ragged clothes also sits across and eats the cookies on the table. The man looks disgusted, dislikes the old man for eating his cookies, and says to the old man, ""If you can't afford it, don't eat it."" After finishing the cookies, he leaves. When the man walks out the door and takes out the documents from his backpack, he finds his cookies in the bag, and the man immediately feels guilty.",Why does the man immediately feel guilty?,"Seeing his cookies in the bag, he immediately understands that he misunderstands the old man. The cookies he just ate are the old man's, and he scolds him.",The man dislikes the old man in ragged clothes for eating his cookies.,"The man forgets to put the cookies in the bag while making a phone call, and knows that the cookies on the table are not his.","The man's conscience finds out when he goes out, he feels he should not say that to the old man, so he feels guilty.",A
"Four people play mahjong, the room suddenly catches fire, they all do not notice. Firefighters arrive, shout into the room: How many people are inside? At this moment, just a person plays a card: Four Ten Thousand! The firefighter asks again: How many people die? At this moment, another person plays a card: Two Ten Thousand! The firefighter is shocked, hastily asks: Where are the remaining people? Only hears a crash, then, a scream comes: Mahjong! The firefighter hears and calls for more rescue forces, prepares to extinguish the fire and rescue. After thinking for a while, he cancels the previous support request.",Do the people in the house tell the truth?,Yes,No,,,B
"Four people play mahjong, the room suddenly catches fire, they all do not notice. Firefighters arrive, shout into the room: How many people are inside? At this moment, just a person plays a card: Four Ten Thousand! The firefighter asks again: How many people die? At this moment, another person plays a card: Two Ten Thousand! The firefighter is shocked, hastily asks: Where are the remaining people? Only hears a crash, then, a scream comes: Mahjong! The firefighter hears and calls for more rescue forces, prepares to extinguish the fire and rescue. After thinking for a while, he cancels the previous support request.",Why does the firefighter later cancel the support request?,"Because the firefighter understands that the people in the house are actually playing mahjong, they do not provide real information about the fire.","Because the firefighter receives a new emergency call, he needs to dispatch resources to other places.","Because the firefighter finds that the fire is not serious, so he cancels the unnecessary support request.","Because the firefighter thinks that the people in the house are just joking, there is no real danger.",A
"A young woman gets on the bus, attracting the driver's attention. The driver says, ""Which passenger gives up their seat for this lady?"" The woman is in her 20s, of average height, a bit fat, wears a black down jacket, and the scarf around her neck tucks into her clothes, her belly noticeably protrudes. The kind passenger, Xiao Zhou, quickly stands up, saying, ""Come sit here, be careful with your belly, take it slow!"" The woman directly tells this kind-hearted young man, ""Are you blind, am I just a bit fat?"" This undoubtedly pours cold water on the young man, ""I make a mistake, being kind to give up a seat doesn't need to be scolded so harshly!""",Is the woman pregnant?,Yes,No,,,B
"A young woman gets on the bus, attracting the driver's attention. The driver says, ""Which passenger gives up their seat for this lady?"" The woman is in her 20s, of average height, a bit fat, wears a black down jacket, and the scarf around her neck tucks into her clothes, her belly noticeably protrudes. The kind passenger, Xiao Zhou, quickly stands up, saying, ""Come sit here, be careful with your belly, take it slow!"" The woman directly tells this kind-hearted young man, ""Are you blind, am I just a bit fat?"" This undoubtedly pours cold water on the young man, ""I make a mistake, being kind to give up a seat doesn't need to be scolded so harshly!""",Why does passenger Xiao Zhou say this to the woman?,"Xiao Zhou wants to offer a seat because the woman's appearance looks uncomfortable, to alleviate her discomfort.","Xiao Zhou wants to offer a seat because the woman's appearance looks like she is pregnant, to make her more comfortable.","Xiao Zhou wants to offer a seat because the woman's appearance looks elderly, to respect her.","Xiao Zhou wants to offer a seat because the woman's appearance looks like his friend, to help her.",B
"A young woman gets on the bus, attracting the driver's attention. The driver says, ""Which passenger gives up their seat for this lady?"" The woman is in her 20s, of average height, a bit fat, wears a black down jacket, and the scarf around her neck tucks into her clothes, her belly noticeably protrudes. The kind passenger, Xiao Zhou, quickly stands up, saying, ""Come sit here, be careful with your belly, take it slow!"" The woman directly tells this kind-hearted young man, ""Are you blind, am I just a bit fat?"" This undoubtedly pours cold water on the young man, ""I make a mistake, being kind to give up a seat doesn't need to be scolded so harshly!""",Why does the woman say this to the kind-hearted young man?,"The woman thinks Xiao Zhou's reminder offends her, because Xiao Zhou thinks she is pregnant, which is openly saying she is fat, so she is very angry.","The woman wants Xiao Zhou to offer a seat, but her expression leads to misunderstanding. She responds to Xiao Zhou to clarify her needs, not because she is angry.","The woman feels Xiao Zhou's reminder makes her feel embarrassed, because although she is pregnant, she does not announce it yet, so she does not like Xiao Zhou's reminder.","Because the woman is very cold and wears a down jacket, she really does not like Xiao Zhou, so she deliberately responds sharply.",A
"Xiao Ping learns a dish at school today, and excitedly goes home to cook a dish for his mother. When Xiao Ping's mother comes home, she sees that her son actually cooks a dish for her. She takes a bite and it tastes quite good. She feels very gratified and moved, and her eyes become moist. Xiao Ping sees his mother crying, and guiltily says ""Sorry mom, I don't know how to cook, if it doesn't taste good, don't eat it.""",Does the mother feel surprised after hearing her son's words?,Yes,No,,,A
"Xiao Ping learns a dish at school today, and excitedly goes home to cook a dish for his mother. When Xiao Ping's mother comes home, she sees that her son actually cooks a dish for her. She takes a bite and it tastes quite good. She feels very gratified and moved, and her eyes become moist. Xiao Ping sees his mother crying, and guiltily says ""Sorry mom, I don't know how to cook, if it doesn't taste good, don't eat it.""",Why does Xiao Ping say this?,"Because he sees his mother crying, he feels sorry for his mother, so he apologizes.","Because he doesn't know how to cook, the food he cooks is not delicious, which makes his mother cry, he feels guilty.","Because he mistakenly thinks that his mother thinks the food he cooks is not delicious, which makes his mother cry, he feels guilty.","Because there is a habit in Xiao Ping's family that if the food is not delicious, they don't eat it.",C
"In a friend gathering, everyone talks about work, talks about partners, when Xiao Ling talks about her boyfriend's issue, Xiao Ling sees a work message on WeChat, her expression becomes a bit heavy, she ponders for a while. Friends notice her expression change. After Xiao Ling deals with the work message, she lifts her head, a friend says: ""Boyfriend, if he is not good, change him, Xiao Ling, you deserve better.""",Does Xiao Ling feel surprised when she hears what her friend says?,Yes,No,,,A
"In a friend gathering, everyone talks about work, talks about partners, when Xiao Ling talks about her boyfriend's issue, Xiao Ling sees a work message on WeChat, her expression becomes a bit heavy, she ponders for a while. Friends notice her expression change. After Xiao Ling deals with the work message, she lifts her head, a friend says: ""Boyfriend, if he is not good, change him, Xiao Ling, you deserve better.""",Why does Xiao Ling's friend say this?,"The friend sees Xiao Ling's heavy expression, mistakenly thinks there is a problem between Xiao Ling and her boyfriend, so advises.","Because they see Xiao Ling's heavy expression, and she ponders for a while.","The friend's view on boyfriend-girlfriend relationship is ""if it doesn't work, change it, deserve better.""","The friend worries about Xiao Ling, advises Xiao Ling not to worry about her current boyfriend.",A
"Zhou Zihan always feels very hungry. Today at school, he has his favorite meal - sausages and beans. He is a very greedy boy, he wants to eat more sausages than anyone else, even though his mother cooks him a delicious meal when he gets home! But everyone only gets to eat two sausages, no more. When it is Zhou Zihan's turn to serve, he says, ""Oh, can you give me four sausages, because I don't eat dinner when I get home!""",Is what Zhou Zihan says true?,Yes,No,,,B
"Zhou Zihan always feels very hungry. Today at school, he has his favorite meal - sausages and beans. He is a very greedy boy, he wants to eat more sausages than anyone else, even though his mother cooks him a delicious meal when he gets home! But everyone only gets to eat two sausages, no more. When it is Zhou Zihan's turn to serve, he says, ""Oh, can you give me four sausages, because I don't eat dinner when I get home!""",Why does Zhou Zihan say this?,"Zhou Zihan tries to arouse sympathy, is deceptive, in order to eat more sausages","Zhou Zihan is a very greedy person, he wants more sausages.","His mother cooks a delicious dinner for him, so Zhou Zihan does not need extra sausages.",Zhou Zihan does not get to eat sausages when he goes home.,A
"One afternoon, Li Ming shops at a nearby mall. He walks into a clothing store and sees a shirt he really likes. The salesperson comes over to help him immediately. Li Ming starts to try on the shirt and finds it really suits him. Then, the salesperson starts to persuade him to buy the whole outfit, including pants, a tie, and shoes. Li Ming hesitates for a moment, but the salesperson firmly says, ""Only this whole outfit truly shows your taste!"" Li Ming suddenly says, ""Okay, I take the whole set."" The salesperson can't help but laugh out loud, thinking to himself, ""This guy really believes it!",Does the salesperson tell the truth to Li Ming?,Yes,No,,,B
"One afternoon, Li Ming shops at a nearby mall. He walks into a clothing store and sees a shirt he really likes. The salesperson comes over to help him immediately. Li Ming starts to try on the shirt and finds it really suits him. Then, the salesperson starts to persuade him to buy the whole outfit, including pants, a tie, and shoes. Li Ming hesitates for a moment, but the salesperson firmly says, ""Only this whole outfit truly shows your taste!"" Li Ming suddenly says, ""Okay, I take the whole set."" The salesperson can't help but laugh out loud, thinking to himself, ""This guy really believes it!",Why does the salesperson say this?,The salesperson thinks the whole outfit suits Li Ming to show his taste.,"The salesperson thinks Li Ming already wears the whole outfit, so he should buy it.",The salesperson jokes and does not think the whole outfit has a special function.,"The salesperson hopes to sell more goods, so he persuades Li Ming to buy the whole set.",D
"On a beautiful night, Zhang Sheng decides to propose to his beloved girlfriend Li Lei in the park. He carefully plans a romantic proposal and prepares a beautiful engagement ring. When they walk to the fountain in the center of the park, Zhang Sheng nervously takes out the ring and kneels down, ready to propose to Li Lei. However, he is full of unease because he knows that Li Lei always longs to live far away from city life, to live in a quiet place. He also wants to spend his life with her, but he does not want to leave his city job, and he does not leave the city. In order to persuade Li Lei to agree to marry him as soon as possible, he says, ""Li Lei, I am willing to leave the city and go to the quiet place you want.""",Does Li Lei feel surprised?,Yes,No,,,A
"On a beautiful night, Zhang Sheng decides to propose to his beloved girlfriend Li Lei in the park. He carefully plans a romantic proposal and prepares a beautiful engagement ring. When they walk to the fountain in the center of the park, Zhang Sheng nervously takes out the ring and kneels down, ready to propose to Li Lei. However, he is full of unease because he knows that Li Lei always longs to live far away from city life, to live in a quiet place. He also wants to spend his life with her, but he does not want to leave his city job, and he does not leave the city. In order to persuade Li Lei to agree to marry him as soon as possible, he says, ""Li Lei, I am willing to leave the city and go to the quiet place you want.""",Why does Zhang Sheng say this?,"He does not want to leave the city, so he hopes Li Lei changes her mind.","Zhang Sheng wants to spend his life with Li Lei, so he is willing to give up city life.",Zhang Sheng says this in order to persuade Li Lei to agree to marry him as soon as possible.,Zhang Sheng thinks leaving the city is the only way to persuade Li Lei to marry him.,C
"Xiao Ya just graduates from university and is about to start a new career. She decides to rent a house near her workplace for convenience. One day, she meets with a real estate agent and they look at many houses together. After a long search, she finally finds a relatively satisfactory house. However, she still hesitates because of the high rent. The sharp agent notices Xiaoya's hesitation, he decides to use a little trick. He blurts out: ""Another person schedules to see this house tomorrow, if you do not sign the contract today, it may be taken by others tomorrow.""",Is what the agent says true?,Yes,No,,,B
"Xiao Ya just graduates from university and is about to start a new career. She decides to rent a house near her workplace for convenience. One day, she meets with a real estate agent and they look at many houses together. After a long search, she finally finds a relatively satisfactory house. However, she still hesitates because of the high rent. The sharp agent notices Xiaoya's hesitation, he decides to use a little trick. He blurts out: ""Another person schedules to see this house tomorrow, if you do not sign the contract today, it may be taken by others tomorrow.""",Why does the agent say this?,The agent hopes that Xiao Ya signs the contract quickly to ensure that the house is not taken by others.,"The agent knows that someone is coming to see the house tomorrow, so he wants to urge Xiao Ya to decide quickly.",The agent hopes that Xiao Ya signs the contract for this house by making up lies.,Because the agent is tired from looking at many houses with Xiaoya.,C
"Xiao Mei  and Mr. Li meet in a coffee shop, Xiao Mei  is considering resigning. She says to Mr. Li: ""I really do not want to work in that company anymore, the boss always points fingers at me, I feel enough."" In fact, Mr. Li also knows that the boss always deliberately makes things difficult for Xiao Mei , but in order to retain Xiao Mei , he smiles and says: ""You do not take it too seriously, the boss just cares about your work.""",Is what Mr. Li says true?,Yes,No,,,B
"Xiao Mei  and Mr. Li meet in a coffee shop, Xiao Mei  is considering resigning. She says to Mr. Li: ""I really do not want to work in that company anymore, the boss always points fingers at me, I feel enough."" In fact, Mr. Li also knows that the boss always deliberately makes things difficult for Xiao Mei , but in order to retain Xiao Mei , he smiles and says: ""You do not take it too seriously, the boss just cares about your work.""",Why does Mr. Li say this?,Mr. Li thinks Xiao Mei  should resign because the boss points fingers at her.,Mr. Li tries to keep Xiao Mei  from resigning because he thinks the boss just cares about her work.,Mr. Li thinks Xiao Mei  takes it too seriously and should not resign.,Mr. Li deliberately says that the boss just cares about her in order to persuade Xiao Mei  not to resign.,D
