index,STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER,SOURCE_FILE,qwen2_5_7b_instruct_noCoT_full_response,qwen2_5_7b_instruct_noCoT_response,qwen2_5_7b_instruct_noCoT_truncation,qwen2_5_7b_instruct_noCoT_prompt_tokens,qwen2_5_7b_instruct_noCoT_output_tokens
1829,"Xiao Li and Xiao Wang are a couple, they are dating for more than a year. Xiao Wang faces financial difficulties due to company issues recently. On the weekend, Xiao Li suggests celebrating the anniversary at an expensive restaurant. Xiao Li says: ""I hope we live a good life every day."" Xiao Wang smiles and says: ""I listen to you."" After the meal, Xiao Li proposes: ""Life needs more enjoyment, next time we go to a more luxurious restaurant!"" Xiao Wang just nods.",Does anyone say something inappropriate in this story?,Someone says something inappropriate in the story.,No one says anything inappropriate in the story.,,,A,Faux-pas Recognition Test," [[B]] Based on the story, both Xiao Li and Xiao Wang seem to be supportive of each",B,True,377,20
1834,"Xiao Ai is a professional female actress, she is playing a ghost in an escape room game. Her makeup and costume are very scary, but she is a friendly actress. Xiao Ai is a person who is very afraid of ghosts, one day, a group of female students including Xiao Ting participate in this escape room game. When Xiao Ting sees Xiao Ai's terrifying appearance, she cries out in fear, screaming loudly: ""Help! The ghost comes!",Why does Xiao Ting shout so loudly?,"Xiao Ting sees the fake ghost in the room looks like a real ghost, so she screams for help.","Xiao Ting knows the ghost is fake, she deliberately creates a scary atmosphere to scare others.","Xiao Ting believes that it is a real ghost, so she screams for help.","Xiao Ting does not want to participate in the escape room game, she is afraid there are ghosts inside.",A,Strange Story Task, [[C]] [[A]] [[B]] [[D]] [[C]] [[D]] [[B,C,True,423,20
1835,"At the family dinner on the weekend, Xiao Li and her family have dinner at her uncle's house. The TV broadcasts recent policy news. The uncle listens quietly, with no expression on his face. Xiao Li comments, ""Many people probably agree with this new policy."" The uncle responds, ""Hmm, but there is always some controversy."" Xiao Li continues, ""I think those who oppose it may not see its benefits.""",Does anyone say something inappropriate in this story?,Someone in the story says something inappropriate.,No one in the story says anything inappropriate.,,,A,Faux-pas Recognition Test," [[B]] Based on the story, no one says anything inappropriate. [[B]] is the most",B,True,361,20
1844,"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.","After Xiao Bei opens the cabinet, what does Xiao Hong expect to find in the cabinet?",Cup,Box,Potato,Sock,C,False Belief Task," [[A]] Based on the story, Xiao Hong expected to find cups in the cabinet as that is",A,True,340,20
1846,"Break time comes. Mengmeng's friends are chatting and telling jokes in a group. Someone tells a joke that everyone thinks is funny. Mengmeng does not understand this joke, but she does not want other children to know.",What does Mengmeng feel?,Sad,Angry,Happy,Guilty,A,Hidden emotions," [[D]] Based on the story, Mengmeng does not understand the joke and does not want",D,True,308,20
1850,"Liu Xu, Meng Nan, and Bai Haotian are headquarters staff of the company, they are discussing the upcoming spring team activity. Bai Haotian is the person in charge of the activity, he proposes a mountain climbing activity. However, Liu Xu and Meng Nan prefer to go fishing. Liu Xu looks at Meng Nan, gives Bai Haotian a look. Meng Nan shakes his head, seems to have no information. Liu Xu cheers up, looks confident. Bai Haotian chats with other colleagues, does not pay attention to other things.",Why does Meng Nan shake his head?,Meng Nan indicates he does not want to participate in the spring team activity.,Meng Nan indicates he cannot see Bai Haotian's activity plan.,Meng Nan wants to tell Liu Xu that he is a bit tired.,Meng Nan indicates he is unwilling to persuade Bai Haotian to change the project.,D,Ambiguous Story Task," [[A]] Based on the story, Meng Nan shaking his head is most likely indicating that he does",A,True,428,20
1852,"Xiaohua always wants to go mountain climbing. On Friday night, the whole family sits around the dinner table, and mom and Xiaohua discuss the weekend plans together. Xiaohua is about to propose to go mountain climbing, but then he sees his little brother Xiaoyu in the stroller and starts to think. After a while, Xiaohua tells his mom that he wants the whole family to go to the amusement park this weekend. Mom is busy preparing dinner at the time and does not see Xiaohua's series of actions.",What does mom possibly think at this time?,Mom feels nervous and anxious about the unknown weekend plans.,Mom worries about whether Xiaohua can take good care of his little brother Xiaoyu.,Mom prepares dinner and thinks about the amusement park proposal.,Mom feels relieved that Xiaohua chooses not to go hiking.,C,Ambiguous Story Task, [[D]] [[D]] [[D]] [[D]] [[D]] [[D]] [[D,D,True,423,20
1854,"In the office, Wang Qiang is the project team leader, and Zhang Wei is Wang Qiang's old deputy. The project team recently brings in a new member Li Li, today Wang Qiang and Zhang Wei arrange for Li Li to complete a task independently, and this task usually is Zhang Wei's responsibility. Li Li works hard in front of the computer, Zhang Wei stands behind her for a while, then walks towards Wang Qiang, the two exchange a complex look. Wang Qiang slightly nods his head, Zhang Wei then returns to his seat, the two do not have further conversation. Li Li notices all of this, but continues to focus on her screen.",What does Li Li do next?,"Li Li decides to walk directly to Wang Qiang and Zhang Wei's desk, asks them about their views on her work, and expresses her willingness to accept any feedback to improve her performance. (Effective method)",Li Li tries to seek sympathy and support from the outside world by posting negative feelings about the work environment on social media.,"Li Li decides to completely ignore the exchange between Wang Qiang and Zhang Wei, thinks it may have nothing to do with her, continues to work hard, and does not consider their intentions.","Li Li decides to take a break, opens a mobile game to distract her attention, tries to forget the situation just now.",B,Emotion Regulation," [[C]] Based on the story, Li Li notices the exchange between Wang Qiang and Zhang Wei",C,True,519,20
1859,"Xiao Bei and Han Mei Mei wander around the office, they see the storage locker and the handbag, they find a pineapple in the storage locker, Han Mei Mei leaves the office, Xiao Bei moves the pineapple to the handbag.","After Han Mei Mei returns to the office, where does Xiao Bei look for the pineapple?",Handbag,Storage locker,Briefcase,Document bag,A,False Belief Task," [[B]] Based on the story, Xiao Bei moved the pineapple to the handbag, so if",B,True,323,20
1863,"Li Ming plays football with his friends in the park. After the game ends, he rushes home, forgetting to take the football. He thinks the football is in his backpack. At dinner, Li Ming's brother asks, ""Where is your football? Do you bring it back?"" Li Ming replies, ""It is in my bag.""",Why does Li Ming say this?,Li Ming intentionally lies because he does not want to admit he forgets.,"Li Ming forgets to take the soccer ball, he rushes home.",Li Ming intentionally lies because he fears his brother blames him.,Li Ming remembers he puts the soccer ball in his bag.,B,Strange Story Task," [[D]] Based on the story, Li Ming says the football is in his bag because he remembers",D,True,375,20
1864,"During the New Year, Li Hua visits friends and relatives everywhere. One day, Li Hua visits a friend's house. The friend is very enthusiastic and even gives cigarettes to Li Hua. Li Hua also politely accepts them. Then they chat with each other, make fun of people and things they encounter. As they talk, it is noon. Li Hua's friend says, ""Guests are coming to my house at noon, why not sit together?",What does Li Hua's friend really mean when he says this?,Li Hua's friend hopes Li Hua can stay for lunch,Li Hua's friend wants Li Hua to meet new friends,Li Hua's friend hints that Li Hua should leave,Li Hua's friend wants to use the guests as an excuse to involve Li Hua in the lunch.,C,Hinting Task Test," [[A]] The phrase ""Guests are coming to my house at noon, why not sit together",A,True,417,20
1865,"Zhou Yu wants to go out, but he feels stomachache. He knows, if he tells his mother he has a stomachache, his mother says he cannot go out. He tries to hide his feelings, letting his mother let him go out of the house.",How does Zhou Yu appear when this happens?,Angry,Happy,Sad,Anxious,B,Hidden emotions," [[D]] Based on the story, Zhou Yu is trying to hide his stomachache so he can",D,True,317,20
1868,"Teacher Zhao notices many students whisper to each other in class, she says to the whole class: ""Teacher apologizes to everyone, it seems I am really boring in class.""",What does Teacher Zhao really want to say when she says this?,"Teacher Zhao thinks her class is boring, this is her way of apologizing to the students.",Teacher Zhao wants the students to give her suggestions on how to make the class more interesting.,Teacher Zhao implies that all students should focus their attention on the class.,Teacher Zhao hopes that the students can understand the hard work of teaching.,C,Hinting Task Test," [[A]] Based on the story, Teacher Zhao's statement seems to be a self-deprecating",A,True,361,20
1869,"Qingqing, Dapeng, and Bald Qiang are all hosts on the same channel. They often appear in the same program, but rarely have the opportunity to go out for a meal together. One day, after the program recording ends, Dapeng sees Qingqing is about to leave, he quickly goes over to talk to her. At this time, Bald Qiang also comes over.",What does Dapeng want to do?,Invites Qingqing and Bald Qiang to have dinner together.,Asks Qingqing for her phone number.,Asks Qingqing to share her thoughts on today's program.,Dapeng asks Qingqing to introduce him to Bald Qiang.,A,Prediction of actions," [[B]] Based on the story, Dapeng quickly goes over to talk to Qingqing when",B,True,387,20
1874,"Zhang Hua and Li Qiang are jointly responsible for a project, the performance of this project directly affects their promotion. Li Qiang frowns in front of the computer, the data analysis report in front of him seems to trouble him. Zhang Hua notices Li Qiang's appearance, walks over and says ""I also come to learn"", and enthusiastically asks about the project progress and difficulties. Li Qiang answers with some hesitation, seems to be reserved. During this process, Zhang Hua occasionally exchanges glances with Zhou Yan across the room, then Zhang Hua invites Li Qiang to go downstairs for dinner and a walk. After they leave, Zhou Yan immediately puts down her work, pretends to go to the bathroom, passes by Li Qiang's position, and looks at something.",Why does Zhang Hua ask Li Qiang about the project progress and difficulties?,"Zhang Hua does not understand these data, wants to learn from Li Qiang.","Zhang Hua notices that Li Qiang encounters difficulties, wants to offer help.","Zhang Hua and Li Qiang have personal grudges, wants to pick a quarrel.",Zhang Hua wants to probe into Li Qiang's project progress.,D,Ambiguous Story Task, [[B]] [[D]] [[B]] [[C]] [[D]] [[A]] [[B,B,True,493,20
1875,"On a sunny weekend afternoon, Li Juan, Wang Qiang, and Xiao Fang play toys together at home. They first play with the first novel toy - a maze 3D puzzle, then they play with the second novel toy - an electric flyer. At this time, Li Juan says, ""I have something to do and need to leave the room"", and she leaves after closing the door. Wang Qiang says, ""Oh, she leaves, it's okay, we play together."" Wang Qiang and Xiao Fang play with the third novel toy - a smart rotating color light. After playing, they put all three toys in a plate on the table. At this time, Li Juan comes back, looks at the three toys in the tray, and excitedly says, ""Oh, look! Look at that toy!"", ""Xiao Fang, can you pass it to me?""",What does Xiao Fang most likely do?,Xiao Fang picks out the electric flyer and gives it to Li Juan,Xiao Fang picks out the smart rotating color light and gives it to Li Juan,Xiao Fang randomly picks one of the three toys and gives it to Li Juan,Xiao Fang picks out the maze 3D puzzle and gives it to Li Juan,B,Knowledge-attention links," [[A]] Based on the story, Xiao Fang is most likely to pick out the electric flyer and",A,True,494,20
1883,"Yangyang's sister takes her favorite toy. When her sister goes out, she takes her sister's favorite toy and hides it. When her sister comes home, she cannot find her toy. Yangyang tries to hide her feelings, otherwise her sister gets angry at her.",What are Yangyang's real feelings?,Anxious,Angry,Guilty,Jealous,B,Hidden emotions," [[C]] Based on the story, Yangyang is hiding her toy and trying to hide her feelings",C,True,318,20
1885,"Xiao Hong and Xiao Gang are hanging out in the smoking room, they see a box and a crate, they find a zucchini in the box, Xiao Gang leaves the smoking room, Xiao Hong moves the zucchini to the crate.","After Xiao Gang returns to the smoking room, where does Xiao Hong look for the zucchini?",Crate,Safe,Box,Storage locker,A,False Belief Task," [[C]] Based on the story, Xiao Hong moved the zucchini to the crate when Xiao Gang",C,True,321,20
1887,"At 6 pm on Friday, the company holds an annual meeting in the hotel banquet hall. Xiao Gao receives a speaker from the company as an annual meeting prize. He happily says to his colleague Xiao Qiang: ""The prize for this annual meeting is really good, I especially like this speaker, the quality is very good, I am so lucky!"" Xiao Qiang says: ""Yes, the sound quality of this speaker is very good, you must be very happy to receive this prize."" At this time, another colleague Xiao Lei interrupts: ""I think this speaker is just so-so, the prizes given by other companies I know are more advanced and valuable, our company is too stingy this time."" Xiao Qiang immediately says: ""Xiao Lei, what you say is not right, you should be grateful for receiving gifts, you should not be picky. The company arranges whatever prize with heart.""",Does Xiao Lei know this is the prize Xiao Gao receives?,Knows,Does not know,,,B,Faux-pas Recognition Test," [[A]] Based on the story, Xiao Lei's comment about other companies' prizes being more advanced",A,True,453,20
1888,"One day, a girl is browsing an online store, when her boyfriend suddenly sends a message asking, ""Dear, what are you doing?"" The girl says, ""I am thinking about money and thickness"", the boy understands instantly and says, ""Tell me, what do you want to buy?"" The girl says ""I find a very special bookstore, called Good Product Shop"", the boy says: ""What book do you like, brother goes to buy"", the girlfriend happily says: ""From Hundred Grass Taste to Three Squirrels"", the boyfriend understands instantly and says: ""Received, wait for the delivery, baby"". In the end, the girl receives the gift she thinks of.",Does the boy buy a book for the girl?,Yes,No,,,B,Strange Story Task," [[A]] Based on the story, the boy understands what the girl wants and says ""Received,",A,True,399,20
1893,"At a friends gathering, Old Zhang and Old Li are discussing family issues. Old Li knows that a lot happens in Old Zhang's family recently, so he asks Old Zhang about his family with concern. Old Zhang sighs and says, 'Our family is like a ship full of holes, it can sink at any time.",Is what Old Zhang says true?,Yes,No,,,B,Strange Story Task," [[C]] Based on the metaphorical language used by Old Zhang, it is clear that he is",C,True,324,20
1895,"Li Lei finds a backpack in the living room, the tag on the backpack is a sweatshirt, Li Lei cannot see what is inside the backpack, Li Lei opens the backpack and finds a light bulb, there is no sweatshirt inside the backpack, Li Lei closes the backpack and puts it back where it belongs, Han Meimei enters the living room and sees the backpack.","After Han Meimei opens the backpack, what does Li Lei expect to find inside the backpack?",Light bulb,Sweatshirt,Cabbage,Corn,A,False Belief Task," [[B]] Based on the story, Li Lei initially expected to find a sweatshirt in the backpack",B,True,350,20
1896,"Aunt Yang slips and injures herself in heavy snow. Her neighbor, Uncle Wang, helps her in time and takes her to the hospital. Uncle Wang also takes care of her house and pets. But when Aunt Yang comes home, she finds some of her precious items are missing.",What is Aunt Yang's reaction?,Angry,Embarrassed,Curious,Grateful,C,Unexpected Outcome Test," [[A]] Based on the story, Aunt Yang would likely be angry upon finding her precious items missing",A,True,321,20
1897,"The school cafeteria is bustling, and all the students are enjoying lunchtime. Leilei is always full of energy, he takes a full tray of his favorite food and sits next to Xiaohong. On his tray, there is a super large old Beijing chicken roll, a big meat sandwich, and a bowl of fragrant braised beef. But Xiaohong's plate only has a simple vegetable salad and a few pieces of fruit. Leilei excitedly says, ""Xiaohong, you must try this chicken roll, it's absolutely amazing!"" He eagerly gives her half. Just passing by, Teacher Wang, who teaches biology, joins them with her own lunch, ""Oh, Xiaohong, you always have a lot of research on plants, right? You have to share your vegan experience with us!"" Teacher Wang happily says. Xiaohong looks down at her salad, nods, ""Yes, Teacher Wang, since that science project about plants, I try to be vegan."" Leilei grins, slaps his leg, ""Hey, I hope you are just trying, because this braised beef,"" he points to his own tray, ""is really too delicious, absolutely not to be missed!""",Does Leilei know that Xiaohong decides to try to be vegan?,Knows,Does not know,,,B,Faux-pas Recognition Test," [[A]] Based on the story, Leilei is aware that Xiaohong is trying to",A,True,519,20
1904,"On weekend afternoons, Xiao Hong invites her friend Xiao Li to go shopping and try on clothes at the mall. Xiao Hong tries on a light blue dress and says to Xiao Li: ""I think the style of this dress is good, and the color is also very nice, what do you think?"" Xiao Li looks and says: ""Hmm, this dress is okay, but last week I see our classmate Xiao Mei try on the same style, I think she looks better in it."" Xiao Hong is silent, then says: ""But I prefer the color combination of this one."" Xiao Li replies: ""Maybe you can try other styles again.""",Does anyone say something inappropriate in this story?,Someone in the story says something inappropriate,No one in the story says anything inappropriate.,,,A,Faux-pas Recognition Test," [[B]] Based on the story, there is no indication that anyone says something inappropriate. [[B",B,True,407,20
1908,"Wang Lei finds that his colleague Zhao Yang uses his unpublished project plan in the company's internal competition. This is because Wang Lei does not have the opportunity to participate in the competition, and Zhao Yang helps Wang Lei to show his plan, so that more people see it.",What kind of emotion does Wang Lei show at this time?,Happy,Feeling betrayed,Curious,Envious,A,Unexpected Outcome Test," [[B]] Based on the story, Wang Lei's colleague Zhao Yang uses his unpublished project plan in",B,True,323,20
1909,"Xiao Ming is having a birthday, he hopes for a computer or a new game as a birthday gift, on his birthday he receives a bicycle.",What is Xiao Ming's emotion at this time?,Embarrassed,Happy,Disappointed,Regretful,C,Unexpected Outcome Test," [[B]] Based on the story, Xiao Ming received a bicycle instead of a computer or a new",B,True,298,20
1910,"Newly joined Xiao Wang and the old section chief stand guard together at the epidemic control point. The guard duty is not heavy, but the old section chief feels very tired after standing for half a day. Unfortunately, the equipment at the control point is simple, there is only one stool. The old section chief says to Xiao Wang, ""Comrade Xiao Wang, you also stand for half a day, there is only one stool, you sit for a while.""",What is the real intention of the old section chief when he says this?,The old section chief hopes Xiao Wang gives him the stool to sit.,The old section chief cares about Xiao Wang's health and hopes Xiao Wang sits down to rest.,The old section chief wants to give the sitting time to Xiao Wang and chooses to stand himself.,The old section chief hopes to initiate a conversation about the condition of the work equipment.,A,Hinting Task Test," [[C]] Based on the story, the old section chief is likely suggesting that Xiao Wang should sit",C,True,425,20
1912,"A fruit shop has 20 types of fruits. The shop owner tells customers that he thinks most are domestically produced, a small part is imported from Thailand, and there is almost no fruit imported from Australia. After checking, the customer finds that only 4 types are imported from Thailand.","Please ask, after checking, how many domestically produced fruits does the customer guess?","After checking, the customer guesses there are 15 types of domestically produced fruits.","After checking, the customer guesses there are 16 types of domestically produced fruits.","After checking, the customer guesses there are 10 types of domestically produced fruits.","After checking, the customer guesses there are 9 types of domestically produced fruits.",A,Scalar Implicature Test," [[B]] Based on the information provided, the shop owner thinks most of the fruits are domestically produced",B,True,389,20
1917,"Xiao Ming's father gives him a new science book, Xiao Ming is very interested in science. He likes to listen to his father talk about scientific knowledge, but rarely expresses his own opinions. Xiao Ming's teacher asks him if he wants to participate in the school's science reading club, Xiao Ming answers ""does not want to go"".",Does Xiao Ming really not want to participate in the science reading club?,Yes,No,,,A,Strange Story Task," [[B]] Based on the story, Xiao Ming answers ""does not want to go"" when asked",B,True,334,20
1918,"Zhao Bo is the president of the skateboard club. Zhao Bo does a demonstration in front of the club members, accidentally falls, and gets hurt. He knows if he shows his true feelings, the members possibly do not believe him. Therefore, he tries to hide his real feelings. He says everyone needs to pay attention to the reason for my mistake.",How does Zhao Bo appear when this happens?,Embarrassed,Happy,Angry,Confident,D,Hidden emotions," [[A]] Based on the story, Zhao Bo tries to hide his real feelings and tells the members",A,True,336,20
1919,"In a large company, there are three managers: Amy, Bob, and Claire. To get promoted to a higher level, they need to achieve outstanding results in the upcoming project. Bob sees important information about a project on his desk, but he does not know that it is Amy's unshared file. Claire knows that her boss is struggling to choose between her and Amy for promotion, so she decides to stay silent. After the project ends, Bob uses Amy's information to succeed, while Amy fails because of the information leak.",What is the possible intention behind Claire's behavior?,"Claire is competing with Amy, she hopes to surpass Bob with this opportunity.","Claire might think that Bob already knows this information is Amy's, and believes he has the responsibility to handle this issue.",Claire might worry that intervening affects her own reputation and position in the company.,Claire might think that Amy intentionally leaves the information on Bob's desk as a test of his integrity.,A,Discrepant intentions," [[C]] Based on the story, Claire knows that her boss is struggling to choose between her and",C,True,438,20
1921,"On a regular Friday afternoon, a relaxed atmosphere of looking forward to the weekend fills the office building. The department manager hopes to enhance team cohesion by sharing weekend plans. Wang Li, who loves animals, shares first: ""Tomorrow I plan to go to the newly opened cat-themed cafe, I hear the kittens there are super cute!"" She excitedly turns to Zhang Wei and says: ""Zhang Wei, you come too, it's a good place to relax, I'm sure your cat at home also hopes you make more cat friends!"" Zhang Wei answers: ""Well... it sounds interesting, but I probably don't go."" The department manager quickly changes the subject: ""Cats are indeed charming. This weekend I plan to try making a few new dishes.""",Does anyone say something inappropriate in this story?,Someone in the story says something inappropriate.,No one in the story says anything inappropriate.,,,A,Faux-pas Recognition Test," [[B]] Based on the story, there is no indication that anyone says something inappropriate. [[B",B,True,429,20
1923,"In a restaurant, the waitress Xiao Li is providing the menu to the customers. She tells the customer Xiao Chen, ""Our menu has 50 dishes, most of them are Sichuan cuisine, there are also some Cantonese dishes, but there are almost no Shandong dishes."" Xiao Chen browses and finds only 10 Cantonese dishes.","After browsing, how many Sichuan dishes does Xiao Chen guess there are?","After browsing, Xiao Chen guesses there are 40 Sichuan dishes.","After browsing, Xiao Chen guesses there are 35 Sichuan dishes.","After browsing, Xiao Chen guesses there are 50 Sichuan dishes.","After browsing, Xiao Chen guesses there are 45 Sichuan dishes.",B,Scalar Implicature Test," [[A]] Based on the information provided, the menu has 50 dishes in total, with",A,True,401,20
1924,"In a classroom of a middle school, teacher Xiao Wang is correcting students' homework. He tells his colleague Xiao Liu, ""There are a total of 60 assignments, most of them are math assignments, some are English assignments, but there are almost no history assignments."" Xiao Liu flips through and finds only 15 English assignments.","After flipping through, how many math assignments does Xiao Liu estimate?","After flipping through, Xiao Liu estimates there are 45 math assignments.","After flipping through, Xiao Liu estimates there are 50 math assignments.","After flipping through, Xiao Liu estimates there are 40 math assignments.","After flipping through, Xiao Liu estimates there are 20 math assignments.",C,Scalar Implicature Test," [[A]] Based on the information provided, there are 60 assignments in total, and ",A,True,389,20
1927,"An important basketball game is in progress. Tianba is an important player on the opposing team, while Xuehang and Xiaohao are players on our team. When the game comes to match point, Tianba does not get the ball well, and Xiaohao quickly grabs it. When Xuehang responds to Xiaohao, he quickly and quietly says a few words to Xiaohao. Xiaohao's expression looks a bit stiff, then he raises his head and looks at Xuehang in surprise. Then, Xiaohao passes the ball to Xuehang, and Xuehang launches a low-level attack. When the referee blows the whistle, Xiaohao and Xuehang's team loses the game.",Why does Xuehang come over and talk to Xiaohao?,Xuehang wants to remind Xiaohao to defend against their opponent Tianba.,Xuehang finds that Xiaohao's game strategy has problems and wants to give him advice.,Xuehang wants to tell Xiaohao that their club is betting on the game and they must deliberately lose the game.,Xuehang wants Xiaohao to pass the ball to him so he can score.,C,Ambiguous Story Task," [[B]] Based on the story, Xuehang's quick and quiet words to Xiaohao",B,True,490,20
1934,"Zhang Wei is the performance champion of the department, but he encounters some challenges in his recent project, which causes his performance to be not good. Li Yun is the department manager, he always supports Zhang Wei, hoping to fight for the best evaluation for him in the year-end review. Chen Tao is Zhang Wei's colleague, he also hopes to get promoted in the year-end review. This afternoon, Li Yun quickly browses Zhang Wei's review form in the office. When Zhang Wei passes by Li Yun's office, Li Yun looks up at him and nods to him. Zhang Wei gives a slight smile to Li Yun and continues to walk past. Chen Tao sees all this in the tea room not far away.",Why does Li Yun nod to Zhang Wei?,Li Yun just sees Zhang Wei's review form and thinks his performance is good.,Li Yun wants to tell Zhang Wei that he gets a high evaluation.,Li Yun is greeting Zhang Wei.,Li Yun nods to Zhang Wei unintentionally.,B,Ambiguous Story Task," [[A]] Based on the story, Li Yun's nod to Zhang Wei is likely because he has",A,True,447,20
1939,"Xiao Li is a ten-year-old girl, she recently sees a beautiful doll in the store, it is the toy she dreams of. Her eyes sparkle when she sees this doll, she really wants to have it. On the other hand, her father, Mr. Zhang, is an ordinary worker, his income is limited, just enough to maintain their basic life. Although Mr. Zhang tries every way to satisfy his daughter's wish, he currently cannot afford the cost of this doll. Xiao Li does not know the family's financial situation, she just simply looks forward to having this doll.",How does Mr. Zhang most likely respond to Xiao Li's desire for the doll?,"Promises that he buys it when Xiao Li gets good grades in the future, to comfort Xiao Li's current disappointment","Tells Xiao Li that they can hardly afford food at home, he cannot afford this toy at the moment, talk about it later",Buys a similar but cheaper toy as a substitute,Tells Xiao Li that there are more important things in life than toys,C,Discrepant desires," [[A]] Based on the story, Mr. Zhang is an ordinary worker with limited income and cannot",A,True,456,20
1940,"The company moves to a new office building recently. Manager Zhang is in charge of allocating office areas, he decides to assign the seats by the window to the high-performance employees of the department. Li Gong is an ordinary employee in the department, he always wants a seat by the window. Manager Zhang announces at the weekly meeting: ""Starting from next week, we have a new seating arrangement. I know everyone likes the seats by the window, so I decide to assign them to our high-performance employees."" Li Gong hears this and smiles, he does not say anything.","If there is, which sentence is inappropriate?","Starting from next week, we have a new seating arrangement.","I know everyone likes the window-side positions, so I decide to assign them to our high-performance employees.",I already arrange as much as possible according to everyone's preferences.,There is no inappropriate sentence,B,Faux-pas Recognition Test, [[C]] [[D]] [[C]] [[A]] [[B]] [[C]] [[D,C,True,422,20
1941,"Yang Hui and Xiao Lin are counselors, they are jointly planning a volunteer activity. They are preparing in the classroom, Yang Hui suddenly looks at Xiao Wang who is studying in the back row of the classroom, and whispers something to Xiao Lin, only the three of them are in the classroom. Then the two look at each other and laugh. When they finish this ""whisper"", Yang Hui leads to Xiao Wang and invites Xiao Wang to participate in this volunteer activity. Xiao Wang sees the secret talk between Yang Hui and Xiao Lin, and remembers their smiles and eye contact.",Why do Yang Hui and Xiao Lin look at each other and then laugh?,Yang Hui and Xiao Lin laugh at each other because of the interesting things that happen in planning the volunteer activity.,Yang Hui and Xiao Lin come up with an idea for a volunteer activity that makes them happy.,"Yang Hui and Xiao Lin both think that Xiao Wang is capable of organizing this activity, so they laugh.","Yang Hui and Xiao Lin discuss the interesting things about Xiao Wang, and they smile because of this.",C,Ambiguous Story Task," [[B]] Based on the story, Yang Hui and Xiao Lin are planning a volunteer activity and",B,True,468,20
1942,"Xiao Gang finds a suitcase in the storage room, the label on the suitcase is beetroot, Xiao Gang cannot see what is inside the suitcase, Xiao Gang opens the suitcase and finds a marker, there is no beetroot inside the suitcase, Xiao Gang closes the suitcase and puts it back in its place, Xiao Ming enters the storage room and sees the suitcase.","After Xiao Ming opens the suitcase, what does Xiao Gang expect to find inside the suitcase?",Tomato,Marker,Beetroot,Bottle,B,False Belief Task," [[C]] Based on the story, Xiao Gang initially expected to find beetroot in the suitcase due",C,True,345,20
1943,"Zhang Li is a little financial expert, and her friends are all very honest and kind. Zhang Li just wins a five million lottery, she decides to share this news with her good friend Xiao Hong. Zhang Li thinks that so much money changes and affects her normal life.",What emotion does Zhang Li show?,Fear,Jealous,Joy,Disappointed,A,Unexpected Outcome Test," [[C]] Based on the story, Zhang Li just won a five million lottery and is sharing the",C,True,317,20
1946,"Xiao Chen promises his grandma to water her flowers. He goes to his friend's house to play, rushes out of the house, and forgets about this. He thinks he waters the flowers. \nGrandma asks, ""Do you water my flowers?"" Xiao Chen says, ""I water them.""",Why does Xiao Chen say this?,Xiao Chen intentionally lies because he does not want his grandma to think he does not do well.,Xiao Chen forgets that he does not water the flowers because he is too happy playing at his friend's house.,Xiao Chen intentionally lies because he wants to go play.,Xiao Chen thinks he waters the flowers because he usually is responsible.,B,Strange Story Task," [[D]] Based on the story, Xiao Chen thinks he has watered the flowers because he usually",D,True,383,20
1947,"On Monday morning, the company team holds a meeting to discuss the project progress. The supervisor asks about Xiao Zhao's project progress. Xiao Zhao replies, ""The project faces some challenges."" Xiao Yang says, ""Challenges are always inevitable, we work together."" The supervisor then says, ""Good, now we focus on the next topic.""",Does Xiao Yang know that Xiao Zhao really faces challenges?,Knows,Does not know,,,A,Faux-pas Recognition Test," [[B]] Based on the information provided, Xiao Yang's statement ""Challenges are always inevitable,",B,True,334,20
1949,"Xiao Ming loves football very much, always dreams of becoming a football player. He often plays matches with his school football team classmates. But he is in senior year three recently, he is very busy with his studies, his parents hope he studies well and gets into a good university. When the school football team recruits new members, his team classmates ask him if he wants to participate in the selection? He says: ""I do not participate.""",Why does Xiao Ming not participate in the football team selection?,He fears that his friends laugh at him if he does not get selected.,He fears rejection because he is not good enough.,He is very busy with his studies and cannot participate in the football team training.,He does not want to disappoint his parents by playing football.,D,Strange Story Task, [[C]] [[D]] [[C]] [[B]] [[C]] [[A]] [[D,C,True,402,20
1950,"Chen Yue and Li Ming are high school classmates, they accidentally meet again at the class reunion, Chen Yue always has a crush on Li Ming, Li Ming is still single. At the class reunion, Li Ming actively invites Chen Yue to go out for coffee, but Chen Yue fears that Li Ming does not have special feelings for her, which makes her very sad.",What kind of emotion does Chen Yue show at this time?,Indifferent,Worried,Excited,Sad,B,Unexpected Outcome Test," [[D]] Based on the story, Chen Yue is sad because she fears that Li Ming does not",D,True,342,20
1951,"Xiao Li finds a safe in the laundry room, the label on the safe is sponge, Xiao Li cannot see what is inside the safe, Xiao Li opens the safe and finds pepper powder, there is no sponge inside the safe, Xiao Li closes the safe and puts it back in its place, Youyou enters the laundry room and sees the safe.",What should be inside the safe?,Beetroot,Box,Sponge,Pepper powder,C,False Belief Task," [[D]] Based on the story, Xiao Li found pepper powder inside the safe, even though the",D,True,333,20
