global_index,question_index,set_id,part_id,conv_id,qa_type,gold,prediction,correct
741,741,212-1-0,212-1,212,FactQ,"Paris admired Lady Gaga, Jane admired Audrey Hepburn, and Julie admired Rihanna.","Paris admires Lady Gaga, Jane admires Audrey Hepburn, and Julie admires Rihanna.",0
742,742,212-1-1,212-1,212,FactQ,"The perspective debated regarding fashion as a medium of individuality and self-expression was that while others may not always understand or appreciate someone's fashion choices, it's important to stay true to oneself. This was highlighted in the stories shared by Jane and Paris about their own fashion controversies, in which they faced criticism for their daring clothing choices but chose to view these incidents as affirmations of their personal styles. They concluded that there's no right or wrong in fashion, and it's more about the confidence one exudes in their outfit. This perspective appreciates fashion as a powerful mode of self-expression, even though it may sometimes lead to misunderstandings or controversies.",The conversation debated how individual self-expression through fashion can lead to controversy or be perceived as inappropriate by others.,0
743,743,213-0-0,213-0,213,FactQ,"Donovan is into drawing, Moises likes painting and mixing media, and Craig is into sculpture.","Donovan is into drawing, Moises is into painting and drawing (mixed media, impressionism), and Craig is into sculpture.",0
744,744,213-0-1,213-0,213,FactQ,"They discussed how art can act as a therapeutic outlet for stress. Donovan mentioned that he finds drawing to be incredibly relaxing, while Moises mentioned that he found painting to be a soothing hobby, especially after a stressful period in his life. Craig shared that he began sculpture during his college years to help cope with exam pressure. They all agreed that one of the most appealing aspects of art is the process of creating, rather than focusing on the end product. Art provides a form of self-expression and a way to express emotions and thoughts, and serves as a personal escape, providing tranquility and peace.","They discussed art as a means of therapy, stress relief, coping with pressure, an escape, and a source of calming and healing effects.",0
745,745,213-0-2,213-0,213,FactQ,"Moises shared his experience of visiting the Musée d'Orsay in Paris, highlighting the lasting impression made by the impressionist and post-impressionist masterpieces. Donovan mentioned his intriguing visit to the Tate Modern in London, appreciated for its curation of contemporary and modern art. However, Donovan noted his strongest bond to his local art gallery back home where his love for art was first sparked. Both agreed that while large museums offer a sense of grandeur and history, smaller local galleries sometimes offer a more intimate and personal connection with the artists and their work.","Moises found the Musée d'Orsay enlightening, while Donovan was intrigued by the Tate Modern and valued his local art gallery.",0
746,746,214-0-0,214-0,214,FactQ,"Music contributes to the economy in various ways. This includes generating revenue through music festivals, tours, streaming services, physical sales, performance rights, and synchronization rights. Music also boosts tourism, as cities like Nashville attract tourists based on their music scene. The tech industry also benefits from the growth of music streaming services, encouraging innovation. Local independent music industries are often promoted by government bodies recognizing their economic value. Artists can also benefit economically from successful songs. Music can influence people's spending habits and increase trade through cultural interest.","Music contributes to the economy through global tours, festivals, music streaming, physical sales, performance rights, synchronization rights, tourism, boosting the technology industry, increasing trade, and influencing spending habits.",0
747,747,214-0-1,214-0,214,FactQ,"A successful hit song can transform the fortunes of an artist overnight, significantly increasing their income.",A successful hit song can transform the fortunes of an artist overnight.,0
748,748,214-0-2,214-0,214,FactQ,"Tabitha's experience of being in a band in college taught her to appreciate the work that goes into creating music. It also taught her about teamwork, patience, and the significance of everyone in the band playing their part correctly. She found joy in seeing people enjoy the band's music, and it made her perceive every note and beat in music as purposeful.","It taught her teamwork, patience, and the significance of everyone playing their part.",0
749,749,214-1-0,214-1,214,FactQ,"Kristin, Theodore, and Tabitha discussed controversies and scandals such as the Milli Vanilli scandal and controversy surrounding the use of autotune in music.","Tabitha mentioned the Milli Vanilli scandal, and Kristin brought up the controversy surrounding autotune in music.",0
750,750,215-0-0,215-0,215,FactQ,"The group discussed various topics concerning peace and well-being, including finding inner peace in nature, the importance of love and support from loved ones, the significance of solitude, and the role of aging in shifting where we seek peace. They also talked about practices that can enhance well-being, such as yoga, meditation, daily affirmations, and mindfulness exercises for routine activities. The suggestion of maintaining a weekly gratitude journal and the benefits of deep breathing exercises and seated meditation were also discussed. The group considered the importance of experiencing all emotions without judgment and the power of mindfulness in increasing presence and peace.","The group discussed finding peace through nature, human connection, holistic practices like yoga, meditation, and gratitude journaling, and the influence of philosophy, values, and spirituality.",0
751,751,215-0-1,215-0,215,FactQ,"Cooper expressed an interest in starting a weekly gratitude journal as he had heard it could help him recognize the small things that contributed to his happiness. The group seemed to support this idea, indicating that they valued gratitude journaling as a beneficial practice for achieving peace and well-being.",Gratitude journaling was valued as something that can help in recognizing small things that contribute to happiness and was encouraged.,0
752,752,215-1-0,215-1,215,FactQ,"Some of the methods discussed by the group for finding inner peace included spending time alone in nature, surrounding oneself with loved ones, engaging in practices of holistic wellbeing such as yoga and meditation, keeping a gratitude journal, practising mindfulness in everyday activities and being open to experiencing all emotions without judgement. Deep breathing exercises and sustaining personal philosophies and values were also mentioned as ways of finding peace.","The group discussed methods such as spending time in nature, being with loved ones, practicing holistic well-being (yoga, meditation, daily affirmations, deep breathing), gratitude journaling, mindfulness, feeling emotions without judgment, and exploring personal philosophies or artistic expression.",0
753,753,215-1-1,215-1,215,FactQ,"The group perceived that the source of peace and well-being practices tends to evolve with each stage of life. Lyla noted that younger people often seek solitude and find peace in nature, whereas as people age, they might derive more peace from human connections and communal support. They also discussed the significance of adapting holistic well-being practices such as yoga, meditation, and daily affirmations. The group also noted that mindfulness and deep breathing can help with centering one's self and managing emotions. Additionally, they emphasized the importance of personal philosophy and values, which can shape one's life experiences, and how these can change over time due to personal experiences. The group agreed that regardless of the source or method, it's crucial to find peace and nurture overall well-being.",The group perceived that practices for well-being and sources of peace evolve and change with each stage of life and personal experiences.,0
754,754,216-0-0,216-0,216,FactQ,"Aurora and Skylar discussed the types of pets they have, the importance and effects of training their pets, how their pets interact with each other, and the recommendation of a good pet trainer. They also spoke about dealing with the eventual loss of a pet, focusing on appreciating the joy the pets have brought into their lives.","Aurora and Skylar discussed the types of pets they own, pet coexistence, and pet training.",0
755,755,216-0-1,216-0,216,FactQ,"Aurora and Skylar shared concerns about the adjustment phase of introducing new pets to each other. They discussed how it can be challenging and how it requires a lot of time, patience, and proper training to ensure the pets can tolerate each other and not perceive each other as a threat.",They shared concerns about the challenge of introducing new pets and a difficult adjustment phase.,0
756,756,216-1-0,216-1,216,FactQ,"Skylar owns a cat named Whiskers and a Labrador named Daisy. Aurora has two dogs, a golden retriever and a chihuahua.","Skylar owns a cat and a Labrador, and Aurora owns a golden retriever and a chihuahua.",0
757,757,216-1-1,216-1,216,FactQ,"The challenges discussed about introducing a new pet to a house that already has a pet were about dealing with territorial behavior and helping the existing pet understand that the new one is not a threat. This requires time, patience, and training.",A difficult adjustment phase and getting them to get along well.,0
758,758,216-2-0,216-2,216,FactQ,"The main topics discussed in the group were their respective pets and experiences as pet owners, pet training, dealing with the death of a pet, pets' health issues, and funny pet stories.","The main topics discussed were pets owned, pet training, coping with pet loss, pet health issues, and funny pet stories.",0
759,759,216-2-1,216-2,216,FactQ,Aurora recommended a trainer named Jack to Skylar.,Aurora recommended a trainer named Jack to Skylar.,1
760,760,216-2-2,216-2,216,FactQ,Camryn,Camryn.,0
761,761,217-0-0,217-0,217,FactQ,"Sean, Mariah, and Jesse originally discussed DIY home decor, storage solutions, and budget-friendly home decor tips.","DIY home decor, storage solutions, and home decor on a budget.",0
762,762,217-0-1,217-0,217,FactQ,"When Elias joined the discussion, the conversation shifted from tips on DIY projects and budget decor to favorite home styles and trends. Elias introduced his unique blend of modern and global decor, prompting others to share their preferred styles. The group also discussed current trends they were following in home decor.","The conversation broadened from general DIY tips and budget decor to include personal home styles, trends, renovation experiences, and specific furniture customization.",0
763,763,218-0-0,218-0,218,FactQ,Miranda encountered a wild cheetah in the Maasai Mara in Kenya.,In the Maasai Mara.,0
764,764,218-0-1,218-0,218,FactQ,Brian encountered a bear while hiking.,A bear.,0
765,765,219-0-0,219-0,219,FactQ,Imani and Eric discussed their specific hair and skincare routines in detail during their conversation and also the importance of self-love and body positivity.,Imani and Eric discussed their specific hair and skincare routines.,0
766,766,220-0-0,220-0,220,FactQ,"The first experience Caitlin shared was when she was studying in Japan and chose not to wear a traditional Kimono at a cultural festival because she wasn't sure if it would be offensive to the locals. The second was during a Halloween party where a friend of hers dressed up as a native American, which made her feel uncomfortable as she found it disrespectful.",Caitlin avoided wearing a kimono in Japan and felt uncomfortable when a friend dressed as a Native American for Halloween.,0
767,767,220-0-1,220-0,220,FactQ,"Imani shared that sometimes people stereotype her by associating her with certain 'African' traditions or attire, even though Africa is a very diverse continent and not everyone follows the same practices. Additionally, she mentioned feeling disheartened when she sees the fashion industry appropriating and exploiting traditional African prints without acknowledging their history or the designers who created them.",Imani shared that people stereotype her by associating her with certain 'African' traditions or attire.,0
768,768,221-0-0,221-0,221,FactQ,"Julissa's favorite volunteering experience was her regular volunteering at a local soup kitchen, where she got to meet and help individuals from different walks of life. Jasmine's favorite experience was participating in a charity run last year, which moved her due to the outpouring of love and generosity.","Jasmine's favorite volunteering experience was a charity run, while Julissa's was her regular volunteering at a local soup kitchen.",0
769,769,221-0-1,221-0,221,FactQ,"Jasmine and Julissa talked about several benefits of volunteering, including building empathy, promoting social justice, understanding, respect, and equality, as well as the rewarding experience of helping individuals from all walks of life. They also noted that volunteering allows them to directly see the impact of their work and understand the importance of their contributions.",Volunteering helps build empathy and promote social justice.,0
770,770,222-0-0,222-0,222,FactQ,"Some of the budgeting tips that Pedro and Bryanna discussed were: limiting eating out to once a week, looking for offers or deals on food delivery apps, dining during ""off hours"" for lower prices, investing in memberships or customer loyalty programs of frequented restaurants for discounts, and opting to drink water instead of ordering a beverage to save on overall meal cost.","Pedro and Bryanna discussed looking for offers on food delivery apps, investing in loyalty programs, dining during off hours, and drinking water instead of beverages.",0
771,771,222-0-1,222-0,222,FactQ,"Some methods shared for saving money on dining include limiting dining out to once a week, looking for offers or deals on food delivery apps, dining during off hours when prices are typically lower, investing in memberships or customer loyalty programs of frequented restaurants, and opting to drink water instead of ordering a beverage.","They discussed limiting dining out, cooking at home, using food delivery app deals, dining during off-hours, joining loyalty programs, and drinking water instead of other beverages.",0
772,772,223-0-0,223-0,223,FactQ,"Brent and Kaitlyn both said they had mixed experiences with dating apps or websites. They met some nice people, but also encountered some not so nice ones. They agreed that it can be risky, but also mentioned the need to keep an open mind.","Both Brent and Kaitlyn had mixed experiences with dating apps, meeting both nice and not-so-nice people.",0
773,773,223-0-1,223-0,223,FactQ,Brent and Kaitlyn mentioned that they met both really nice people and some not so nice ones through dating apps or websites.,They met some really nice people and some not-so-nice ones.,0
774,774,223-0-2,223-0,223,FactQ,Brent and Kaitlyn suggested that one should be cautious yet keep an open mind when using dating apps or websites.,They suggested staying cautious but keeping an open mind.,0
775,775,224-0-0,224-0,224,FactQ,"Gary and Colby discussed the challenges of balancing personal and professional life after having their first child. They mentioned feeling overwhelmed with added responsibilities at work and home, and how crucial having a supportive partner is during this period. They both agreed that effective communication is key to navigate through these difficulties. Colby specifically pointed out that having twins has been a significant challenge in his marriage.",The arrival of children and balancing work-life.,0
776,776,224-0-1,224-0,224,FactQ,"The key elements suggested for a successful marriage in the conversation include effective communication, having a supportive partner, allocating time for work, family, and self-care, and understanding and accommodating each other's schedules. Other aspects include viewing marriage as a partnership, not a competition, and navigating through differences.","Effective communication, empathy, understanding, and a strong partnership.",0
777,777,225-0-0,225-0,225,FactQ,"Kyle and Joanna discussed the environmental impact of transportation, specifically carbon emissions from traveling, especially by air. They discussed alternatives like choosing trains over planes and focusing on sustainable tourism to lessen the negative impacts.",Carbon emissions and carbon footprint.,0
778,778,225-0-1,225-0,225,FactQ,"They suggested choosing trains over planes whenever feasible, focusing on sustainable tourism, supporting local communities, and promoting eco-friendly practices.","They suggested choosing trains over planes, focusing on sustainable tourism, and supporting local communities and eco-friendly practices.",0
779,779,226-0-0,226-0,226,FactQ,"Eli and Kylee discussed the nature of feminism beyond just legal rights, addressing cultural and social behaviors that perpetuate gender inequality. They highlighted the importance of challenging inherent biases and stereotypes and the idea that feminism benefits everyone, not just women. They also talked about the harmful impacts of toxic masculinity, stressing that feminism aims to level the playing field for everyone. Finally, they discussed the importance of decreasing the defining role of ""gender"" in what individuals can or cannot do.","Eli and Kylee discussed the definition of feminism, its benefits for all genders, and its role in challenging gender biases and stereotypes.",0
780,780,226-0-1,226-0,226,FactQ,"The conversation about feminism and gender equality broadened after Mckenzie joined the discussion. They introduced the perspective of non-binary individuals who often feel overlooked in discussions about gender equality. They emphasized that society often presents everything in a binary view, ignoring identities outside the male-female binary. The conversation then covered topics such as intersectionality in feminism and the importance of including experiences of those who identify as non-binary. The participants agreed that discussions about feminism and gender equality should continually evolve to create a more inclusive society.","After Mckenzie joined, the conversation evolved to include non-binary experiences and the concept of intersectionality in feminism.",0
781,781,227-0-0,227-0,227,FactQ,"Emmanuel and Briana discussed an approach to discipline and behavior management that involves finding a balance between setting clear and consistent rules and being flexible. They mentioned the importance of understanding the child's viewpoint, communicating with them, and adjusting strategies as per the situation. They agreed that both the parents and the child are constantly learning in the process.","Their approach involves striking a balance between setting clear, consistent rules and being flexible by listening to and understanding the child's viewpoint.",0
782,782,227-0-1,227-0,227,FactQ,"Emmanuel and Briana believed that setting clear and consistent rules was important in discipline and behavior management. However, they also stressed the importance of being flexible and understanding the child's viewpoint. They believed that this balance helps the child feel understood and more likely to cooperate.",Emmanuel and Briana saw setting clear and consistent rules as part of striking the right balance in discipline.,0
783,783,227-0-2,227-0,227,FactQ,"Emmanuel and Briana aimed to maintain a balance by setting clear and consistent rules, but also being flexible and listening to their child's viewpoint. They believed that understanding their child's perspective makes the child feel more understood and likely to cooperate. They believed in finding a middle ground and adjusting as per the situation.",They aimed to find the middle ground between being too strict or too lenient.,0
784,784,228-0-0,228-0,228,FactQ,Pablo recommended cycling and High Intensity Interval Training (HIIT) workouts to Mariah.,Pablo recommended cycling and High Intensity Interval Training (HIIT) workouts.,0
785,785,228-0-1,228-0,228,FactQ,"Pablo and Mariah decided to go for a run together sometime, with Pablo showing Mariah the nature trails he likes to run on.",Pablo and Mariah decided to go for a run together on nature trails.,0
786,786,228-0-2,228-0,228,FactQ,"Mariah and Pablo were discussing how often they run, the routes they prefer, and their favorite cardio workouts. Pablo said he runs about three to four days a week and enjoys running on nature trails. Mariah runs twice a week, usually around the city or in a park. Pablo recommended cycling and High Intensity Interval Training (HIIT) as good cardio workouts. They also talked about possibly going for a run together.",Mariah and Pablo were discussing how often they run and what kind of routes they prefer.,0
787,787,228-1-0,228-1,228,FactQ,Mariah and Miles highlighted flexibility and conditioning exercises as important in their fitness regimen to prevent injuries.,Flexibility and conditioning exercises.,0
788,788,228-1-1,228-1,228,FactQ,Mariah and Miles discussed experiencing a sense of accomplishment from strength training.,A sense of accomplishment.,0
789,789,229-0-0,229-0,229,FactQ,"Ariel and Bailey referred to the League of Legends World Championship, Overwatch League Grand Finals, Fortnite World Cup, the Dota 2 International, the Call of Duty, and the StarCraft II Championship when discussing the thrill of watching esports championships live.","Ariel mentioned the League of Legends World Championship, and Bailey mentioned the Overwatch League Grand Finals.",0
790,790,229-0-1,229-0,229,FactQ,"Ariel and Bailey described experiences such as taking pictures with the players and esports celebrities, getting autographs, and feeling the surreal excitement of meeting them in person, likening it to meeting a movie star.",Taking pictures with them and getting a poster signed.,0
791,791,229-0-2,229-0,229,FactQ,"Ariel and Bailey discussed how esports has grown into a massive industry, with players participating in huge, reputable competitions like the Fortnite World Cup or the Dota 2 International, which they described as remarkable accomplishments. They also mentioned the enormous prize pools these competitions offer.",Ariel and Bailey discussed the huge prize pools offered by competitions and how esports has grown into a massive industry.,0
792,792,229-1-0,229-1,229,FactQ,"Bailey and Nevaeh were discussing their memorable moments from smaller gaming gatherings, like LAN parties, before eSports became popular. They also talked about balancing both eSports events and smaller meetups.",Bailey and Nevaeh were discussing LAN parties and smaller gaming gatherings.,0
793,793,229-1-1,229-1,229,FactQ,"Bailey and Nevaeh expressed that both large eSports events and smaller LAN parties or gaming gatherings have their unique appeal. They described the thrill and intensity of eSports events, along with the sense of being a part of a larger community. However, they also reminisced about the closeness, camaraderie, and shared experiences of smaller LAN parties. They agreed that these smaller gatherings allow for more personal bonds with fellow gamers. Nevaeh mentioned that she tries to balance attending both types of events, and Bailey expressed interest in returning to smaller gatherings as well.","They agreed that while esports events provide scale and intensity, smaller gatherings offer deeper bonds and a personal touch.",0
794,794,229-1-2,229-1,229,FactQ,"Nevaeh and Bailey both reminisce about the personal connections and shared experiences they had during smaller gaming events, like LAN parties. They appreciate the larger community and competitive thrill that eSports provides, but they also value the deeper bonds created at smaller gatherings. Both of them agree that they miss the personal touch sometimes, and are trying to balance their time between large tournaments and smaller meetups. Bailey even considers attending more smaller gaming nights along with big events after the conversation with Nevaeh.","Nevaeh said small gaming events create deeper bonds, and she tries to balance them with larger esports events for their scale and intensity, while Bailey missed the personal touch and considered attending smaller meetups again.",0
795,795,231-0-0,231-0,231,FactQ,Brent discussed expanding on his pre-existing hobbies that he hadn't had as much time for while working. He also mentioned that he started doing volunteer work and occasional consulting in his former industry after retirement to keep himself productive and active.,"Brent planned his post-retirement activities by expanding existing hobbies, volunteering, and occasionally consulting in his former industry.",0
796,796,231-0-1,231-0,231,FactQ,"Brent decided to engage in volunteering and occasionally consulting in his former industry after his retirement. He found these activities fulfilling and felt that they kept him active, productive, and constantly learning.",Brent decided to engage in volunteering and occasionally consulting in his former industry.,0
797,797,231-0-2,231-0,231,FactQ,"Raegan and Brent emphasized the importance of striking a balance between relaxation, financial stability, and community engagement during post-retirement life. They discussed the benefits of part-time work or volunteering to stay active, connected, and feel productive. They highlighted the opportunity to pursue hobbies and interests that may have been sidelined during working years. They also emphasized that retirement is a time for personal and professional development, and not just relaxation.","Raegan and Brent emphasized engaging in post-retirement activities like hobbies, volunteering, and part-time work, and balancing relaxation, financial stability, and societal involvement.",0
798,798,232-0-0,232-0,232,FactQ,Brenden,Brenden was the late addition to the conversation with Max and Roy.,0
799,799,232-0-1,232-0,232,FactQ,Max and Roy,The other participants were Max and Roy.,0
800,800,233-0-0,233-0,233,FactQ,"Bryant's company uses AI in customer service, specifically they have chatbots that handle common customer queries.","Bryant's company uses AI in customer service, specifically chatbots to handle common customer queries.",0
801,801,233-0-1,233-0,233,FactQ,"Bryant and Michelle discussed the impacts of AI on different industries, the future of AI, the role of AI in reshaping the world, and the use of AI in their respective businesses. They also touched on the potential of AI for improving efficiency, productivity, personalized service, and automating manual tasks. They also pondered on the challenges and ethical implications that come alongside AI's advancement.","The discussion between Bryant and Michelle covered personal and business applications of AI, its future impact, and its challenges and drawbacks.",0
802,802,234-0-0,234-0,234,FactQ,"Titus and Amari acknowledged the stigma associated with seeking help for mental health issues. Titus mentioned that people around him perceived it as a sign of weakness, making him initially skeptic about therapy. Amari referred to the significant stigma present in society regarding mental health problems. However, they both strongly disagreed with this perception, emphasizing that seeking help shows strength rather than weakness. They pointed out the importance of understanding that one is not alone in this struggle and it's okay to reach out for help.","Both Titus and Amari acknowledged the significant stigma associated with mental health problems, often perceived by others as a sign of weakness, but they both saw seeking help as a sign of strength.",0
803,803,234-0-1,234-0,234,FactQ,"Titus and Amari shared that they benefited greatly from their therapy sessions. Titus mentioned that therapy was life-changing for him, realizing that it was okay not to be okay all the time, and it gave him clarity and tools to handle his problems. On the other hand, Amari expressed that therapy helped him confront his fears and anxieties and broaden his perspective and coping strategies. He also learned from therapy that it was alright to take time to heal. Both Titus and Amari agreed that therapy helped them understand and accept their feelings better.","Titus and Amari found therapy life-changing, providing self-understanding, tools for problems, and improved coping strategies to confront fears and accept feelings.",0
804,804,234-1-0,234-1,234,FactQ,"Titus and Natasha discussed the stigmatization often associated with mental health issues and therapy. Society often portrays those seeking therapy as 'crazy' or 'weak,' and this stigma can deter people from seeking the help they need. Such stigmatized perceptions can be damaging for those who desperately need help and can make them feel isolated. They argued for the need to dismantle these harmful perceptions and normalize seeking help.","Society perceived seeking therapy as a sign of weakness or being ""crazy.""",0
805,805,234-1-1,234-1,234,FactQ,"Titus and Natasha highlighted the importance of normalizing therapy by discussing how stigmatization can hinder individuals from seeking help, reinforcing the idea that mental wellbeing should not be compromised due to societal perceptions. They discussed the need for open conversations about personal experiences with therapy, as sharing stories can inspire others to seek help. Additionally, they emphasized that the more normal it becomes to seek help, the less isolated those struggling with mental health issues will feel. This in itself, they said, can be a significant step towards recovery.",They expressed it by stating that open conversations and sharing experiences dismantle stigma and normalize seeking help.,0
806,806,234-1-2,234-1,234,FactQ,"The conversation shifted from focusing purely on personal experiences with therapy, stigma, and self-care to discussing how to be a support system for someone else dealing with mental health issues. They talked about the importance of being present, understanding, patient, and educating oneself about the struggles and experiences of their loved ones.",The conversation shifted from personal experiences with therapy to supporting others dealing with mental health issues.,0
807,807,235-0-0,235-0,235,FactQ,"Josue and Dana stressed the importance of digital literacy in both personal and professional life. They highlighted how proficiency with software tools like Google Suite, Adobe software, Tableau, and Excel has significantly improved their day-to-day activities and made their work more efficient. They also emphasized the significance of social media literacy, ethical digital behavior, understanding digital citizenship, privacy issues, and online security in today's digital age. They noted that knowledge about digital platforms and behaving responsibly online is critical and should be taken seriously by everyone.","Josue and Dana considered digital literacy, including software skills, ethical behavior, and digital citizenship, to be crucial, necessary, and significant for both day-to-day activities and professional projects.",0
808,808,235-0-1,235-0,235,FactQ,"Josue mentioned Google Suite and Adobe software, while Dana mentioned data visualization tools like Tableau and Excel.","Josue mentioned Google Suite and Adobe software, while Dana mentioned Tableau and Excel.",0
809,809,235-0-2,235-0,235,FactQ,"Digital citizenship in relation to ethical digital behavior refers to understanding privacy issues, online security, using social media responsibly, and generally behaving ethically in the online space.","Digital citizenship encompasses understanding privacy issues, online security, and using social media responsibly.",0
810,810,236-0-0,236-0,236,FactQ,"Levi and Laila discussed their preferences for sitcoms, with Laila expressing a preference for sitcoms from the 90s and Levi preferring modern ones. They also talked about trends in comedy, such as serialized storytelling and increased inclusivity and representation. The conversation also touched on the role of comedy in addressing real-world issues and its potential to stimulate audience thinking and conversations about these issues. Finally, they discussed the audience's expectation from the entertainment, the coping aspect of humor, and the evolution of comedy.","The differences in humor style, pacing, serialized storytelling, and the reflection of real-world issues and diverse representation.",0
811,811,236-0-1,236-0,236,FactQ,"Friends, Seinfeld, Frasier, Parks and Rec, The Good Place, and Brooklyn Nine-Nine.","Levi referenced Parks and Rec, The Good Place, and Brooklyn Nine-Nine, while Laila mentioned Friends, Seinfeld, and Frasier.",0
812,812,236-0-2,236-0,236,FactQ,"Levi mentioned that he noticed a move towards more serialized storytelling in comedy, which he believes is a reaction to streaming and binge-watching culture. This suggests that the format and structure of sitcoms are changing to accommodate the preferences of viewers who consume television in longer, uninterrupted stretches, rather than weekly episodic viewing.",Levi stated that there's a move towards more serialized storytelling in comedy as a reaction to streaming and binge-watching culture.,0
813,813,237-0-0,237-0,237,FactQ,"""Lolita"" by Vladimir Nabokov.","""Lolita"" by Vladimir Nabokov.",1
814,814,237-0-1,237-0,237,FactQ,"""To Kill a Mockingbird""",To Kill a Mockingbird.,0
815,815,238-0-0,238-0,238,FactQ,"Diana and Diego were discussing their personal experiences and journey with mindfulness and emotional acceptance. They talked about how acknowledging and understanding their emotions instead of suppressing them have helped in managing stress and anxiety. They also discussed how mindfulness promotes self-awareness, emotional intelligence, empathy, and patience. By accepting and being aware of their emotional states, they found liberation and control over their feelings. They also brought up their belief that mindfulness helps improve relationships and overall well-being.","Diana and Diego discussed their personal journeys to mindfulness and emotional acceptance, and the benefits of these practices for emotional well-being and self-awareness.",0
816,816,238-0-1,238-0,238,FactQ,"Some of the benefits of practicing mindfulness according to Diana and Diego include better understanding and managing of feelings, increased self-awareness and emotional intelligence, improved ability to respond rather than react which can improve relationships and overall well-being, fostering empathy and patience, and promoting self-love. They also note it's a means to unlearn toxic patterns and relearn healthier ones.","Mindfulness promotes self-awareness, emotional intelligence, empathy, and patience, helping to understand and manage feelings, improve relationships, and enhance overall well-being.",0
817,817,238-0-2,238-0,238,FactQ,The conversation topic changed to ways of boosting self-confidence when Cesar joined Diana and Diego.,It shifted from mindfulness and emotional acceptance to boosting self-confidence.,0
818,818,239-0-0,239-0,239,FactQ,"Elliana and Lola shared that they had both been in toxic relationships that had a negative impact on their mental health. Lola mentioned struggling with gaslighting, a form of psychological abuse that caused her to question her own sanity. Elliana, on the other hand, suffered emotional abuse that led her to blame herself. Both agreed that it's difficult to recognize such situations when you're in them and that people who haven't been through it can struggle to understand. However, both also emphasized the strength and growth that came from leaving those relationships and prioritizing their mental health.","They shared experiences of emotional abuse, gaslighting, belittling, blame, and losing self-worth which deeply affected their mental health.",0
819,819,239-0-1,239-0,239,FactQ,"Their toxic relationships led to significant impacts on their mental health. They described feelings of constant self-doubt, loneliness, questioning their sanity due to gaslighting, and loss of self-worth. They also mentioned emotional abuse and belittlement. These experiences have deeply affected their mental well-being.","The toxic relationships deeply affected their mental health, leading to feelings of unworthiness, self-blame, loss of self-worth, and questioning their own sanity.",0
820,820,240-0-0,240-0,240,FactQ,Therapy and exposure helped Elliana overcome her fear of dogs.,Therapy and exposure helped Elliana overcome her fear of dogs.,1
821,821,240-0-1,240-0,240,FactQ,"Natalia managed to overcome her fear of cats not through therapy, but by gradually developing a relationship with her niece's cat, which allowed her to understand their behaviors better.",Her niece's cat helped her overcome it.,0
822,822,240-0-2,240-0,240,FactQ,Natalia interacted with her niece's cat to better understand cat behaviors and ease her fear.,Natalia interacted with her niece's cat.,0
823,823,240-1-0,240-1,240,FactQ,"Max is an emotional support animal for Kaiden and has significantly improved his mental health over the years. His presence has had a positive impact, and Kaiden sees him as a crucial part of his life.",Max is Kaiden's emotional support animal.,0
824,824,240-1-1,240-1,240,FactQ,"Kaiden and Elliana discuss the significant role that pets, specifically service and emotional support animals, play in supporting human mental health. They mention that these animals can sense and respond to human emotions, which can help to alleviate feelings of anxiety and depression. Ellianna refers to them as ""emotional anchors"" and ""the unsung heroes in our lives"". Kaiden further emphasizes the emotional importance of his dog Max, who serves as an emotional support animal for him. They also encourage the idea of raising awareness about the emotional benefits of animals, in hopes that it might lead more people to consider adopting pets.","Kaiden and Elliana discuss how pets provide unconditional love, act as emotional anchors, understand humans, sense emotions, and alleviate anxiety and depression, thus greatly supporting mental health.",0
825,825,241-0-0,241-0,241,FactQ,The ex-army trainer Jamal mentioned is Vince. Vince's unique training style focuses not only on physical endurance but also on mental strength.,"Jamal's ex-army trainer is Vince, who focuses on both physical endurance and mental strength.",0
826,826,241-0-1,241-0,241,FactQ,"Laura focuses on a combination of yoga, Pilates and HIIT for a full-body workout.","Laura focuses on a combination of yoga, Pilates, and HIIT for a full-body workout.",0
827,827,241-0-2,241-0,241,FactQ,The sports injury rehab specialist mentioned by Riley is Jonathan. He ensures effective workouts by understanding how to exercise without causing any damage. His routines are vigorous but make one feel good at the end of the session.,"Jonathan, by understanding how to work out without causing any damage.",0
828,828,242-0-0,242-0,242,FactQ,"Micheal and Justice were discussing how personal growth was instrumental in their success in their respective fields. Justice shared his experience of prepping for a challenging role that required him to dig deep into his emotional depth and vulnerabilities. Micheal agreed, adding that personal growth is vital in the corporate world where dealing with teams and clients requires emotional intelligence and people skills. They both agreed that personal growth helps in adapting to changes and facing adversities, making you a better version of yourself.",Micheal and Justice discussed how personal growth plays a significant role in achieving goals and becoming a better version of oneself.,0
829,829,243-0-0,243-0,243,FactQ,"The group discussed involvement in protests and signing petitions, using social media platforms for awareness, attending community meetings to voice concerns and connect with local leaders, supporting marginalized communities (allyship), checking personal privilege and biases, encouraging dialogue and understanding, and working with local advocacy groups. Long-term commitment and consistency were also noted as crucial elements of involvement.","Protests, petitions, education, social media, community meetings, allyship, checking privilege, dialogue, collaboration, and working with advocacy groups.",0
830,830,243-0-1,243-0,243,FactQ,"The group viewed the role of allyship as crucial in the context of social justice. They agreed that supporting marginalized communities and standing up against injustice whenever it is encountered is a significant aspect of their activism. Moreover, they emphasized the importance of self-reflection, stating that promoting justice begins with understanding and acknowledging one's own privilege and unconscious biases.",The group viewed allyship as crucial and checking one's privilege and unconscious biases as an important first step in promoting justice.,0
